,R_fighter,B_fighter,gender,weight_class,year,R_age,B_age,R_Stance,B_Stance,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,R_wins,B_wins,R_losses,B_losses,R_draw,B_draw,R_current_win_streak,B_current_win_streak,R_current_lose_streak,B_current_lose_streak,R_longest_win_streak,B_longest_win_streak,Winner
2055,Tiago Trator,Mike de la Torre,Men's,Featherweight,2015,27.0,28.0,Orthodox,Orthodox,145.0,145.0,177.8,180.34,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,Blue
2056,Douglas Silva de Andrade,Cody Gibson,Men's,Bantamweight,2015,29.0,27.0,Orthodox,Orthodox,135.0,135.0,172.72,180.34,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Red
2057,Ivan Jorge,Josh Shockley,Men's,Lightweight,2015,34.0,25.0,Orthodox,Orthodox,155.0,155.0,185.42,187.96,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Red
2058,Benson Henderson,Brandon Thatch,Men's,Welterweight,2015,31.0,29.0,Southpaw,Switch,170.0,170.0,177.8,187.96,9.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,2.0,Red
2059,Max Holloway,Cole Miller,Men's,Featherweight,2015,23.0,30.0,Orthodox,Orthodox,155.0,145.0,175.26,187.96,7.0,10.0,3.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,Red
2060,Neil Magny,Kiichi Kunimoto,Men's,Welterweight,2015,27.0,33.0,Orthodox,Orthodox,170.0,170.0,203.2,180.34,6.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,3.0,Red
2062,Michel Prazeres,Kevin Lee,Men's,Lightweight,2015,33.0,22.0,Orthodox,Orthodox,170.0,170.0,170.18,195.58,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,Blue
2063,Ray Borg,Chris Kelades,Men's,Flyweight,2015,21.0,33.0,Orthodox,Orthodox,135.0,125.0,160.02,172.72,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
2064,Efrain Escudero,Rodrigo de Lima,Men's,Lightweight,2015,29.0,23.0,Orthodox,Orthodox,155.0,155.0,177.8,190.5,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,Red
2065,Chas Skelly,Jim Alers,Men's,Featherweight,2015,29.0,28.0,Orthodox,Orthodox,145.0,145.0,182.88,180.34,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Red
2066,Zach Makovsky,Tim Elliott,Men's,Flyweight,2015,31.0,28.0,Southpaw,Southpaw,125.0,135.0,162.56,167.64,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Red
2067,James Moontasri,Cody Pfister,Men's,Lightweight,2015,26.0,24.0,Switch,Orthodox,170.0,155.0,180.34,185.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Red
2068,Anderson Silva,Nick Diaz,Men's,Middleweight,2015,39.0,31.0,Southpaw,Southpaw,185.0,185.0,195.58,193.04,16.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,3.0,Draw
2069,Tyron Woodley,Kelvin Gastelum,Men's,Welterweight,2015,32.0,23.0,Orthodox,Southpaw,170.0,185.0,187.96,180.34,4.0,5.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,Red
2070,Joe Lauzon,Al Iaquinta,Men's,Lightweight,2015,30.0,27.0,Orthodox,Orthodox,155.0,155.0,180.34,177.8,11.0,5.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,Blue
2071,Thales Leites,Tim Boetsch,Men's,Middleweight,2015,33.0,34.0,Orthodox,Orthodox,185.0,185.0,198.12,187.96,9.0,9.0,3.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,4.0,Red
2072,Jordan Mein,Thiago Alves,Men's,Welterweight,2015,25.0,31.0,Orthodox,Orthodox,170.0,170.0,185.42,177.8,3.0,12.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,7.0,Blue
2073,Miesha Tate,Sara McMann,Women's,Women's Bantamweight,2015,28.0,34.0,Orthodox,Orthodox,135.0,135.0,165.1,167.64,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Red
2074,Ed Herman,Derek Brunson,Men's,Middleweight,2015,34.0,31.0,Orthodox,Southpaw,205.0,185.0,195.58,195.58,9.0,3.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,Blue
2075,Ian McCall,John Lineker,Men's,Flyweight,2015,30.0,24.0,Orthodox,Orthodox,125.0,135.0,162.56,170.18,2.0,5.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,Blue
2076,Rafael Natal,Tom Watson,Men's,Middleweight,2015,32.0,32.0,Orthodox,Orthodox,185.0,185.0,193.04,185.42,6.0,2.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,Red
2077,Richardson Moreira,Ildemar Alcantara,Men's,Middleweight,2015,30.0,32.0,Orthodox,Orthodox,185.0,185.0,182.88,198.12,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Blue
2078,Thiago Santos,Andy Enz,Men's,Middleweight,2015,31.0,23.0,Orthodox,Orthodox,205.0,185.0,193.04,198.12,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,Red
2079,Alexander Gustafsson,Anthony Johnson,Men's,Light Heavyweight,2015,28.0,30.0,Orthodox,Orthodox,205.0,205.0,200.66,198.12,8.0,9.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,Blue
2080,Dan Henderson,Gegard Mousasi,Men's,Middleweight,2015,44.0,29.0,Orthodox,Orthodox,185.0,185.0,187.96,193.04,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,Blue
2081,Phil Davis,Ryan Bader,Men's,Light Heavyweight,2015,30.0,31.0,Orthodox,Orthodox,205.0,205.0,200.66,187.96,9.0,11.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,Blue
2082,Akira Corassani,Sam Sicilia,Men's,Featherweight,2015,32.0,28.0,Orthodox,Orthodox,145.0,145.0,172.72,170.18,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,Blue
2083,Nico Musoke,Albert Tumenov,Men's,Welterweight,2015,28.0,23.0,Orthodox,Orthodox,170.0,170.0,190.5,185.42,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,Blue
2084,Kenny Robertson,Sultan Aliev,Men's,Welterweight,2015,30.0,30.0,Orthodox,Orthodox,170.0,170.0,187.96,187.96,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Red
2085,Andy Ogle,Makwan Amirkhani,Men's,Featherweight,2015,25.0,26.0,Orthodox,Southpaw,145.0,145.0,175.26,182.88,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,Blue
2086,Nikita Krylov,Stanislav Nedkov,Men's,Light Heavyweight,2015,22.0,33.0,Orthodox,Orthodox,205.0,205.0,195.58,180.34,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,Red
2087,Mairbek Taisumov,Anthony Christodoulou,Men's,Lightweight,2015,26.0,27.0,Orthodox,Orthodox,155.0,155.0,185.42,182.88,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
2088,Mirsad Bektic,Paul Redmond,Men's,Featherweight,2015,23.0,28.0,Orthodox,Orthodox,145.0,145.0,177.8,177.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
2089,Viktor Pesta,Konstantin Erokhin,Men's,Heavyweight,2015,24.0,31.0,Orthodox,Orthodox,240.0,230.0,195.58,185.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Red
2090,Neil Seery,Chris Beal,Men's,Flyweight,2015,35.0,29.0,Orthodox,Orthodox,125.0,125.0,162.56,175.26,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,Red
2091,Conor McGregor,Dennis Siver,Men's,Featherweight,2015,26.0,36.0,Southpaw,Orthodox,155.0,145.0,187.96,177.8,4.0,11.0,0.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,Red
2092,Donald Cerrone,Benson Henderson,Men's,Lightweight,2015,31.0,31.0,Orthodox,Southpaw,155.0,170.0,185.42,177.8,13.0,9.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,7.0,Red
2093,Uriah Hall,Ron Stallings,Men's,Middleweight,2015,30.0,31.0,Orthodox,Southpaw,185.0,170.0,200.66,190.5,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Red
2096,John Howard,Lorenz Larkin,Men's,Welterweight,2015,31.0,28.0,Orthodox,Orthodox,170.0,170.0,180.34,182.88,6.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,Blue
2097,Zhang Lipeng,Chris Wade,Men's,Lightweight,2015,24.0,27.0,Southpaw,Orthodox,155.0,155.0,180.34,177.8,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Blue
2098,Paddy Holohan,Shane Howell,Men's,Flyweight,2015,26.0,31.0,Orthodox,Orthodox,125.0,125.0,175.26,175.26,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Red
2099,Johnny Case,Frankie Perez,Men's,Lightweight,2015,25.0,25.0,Orthodox,Orthodox,155.0,155.0,182.88,185.42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
2100,Charles Rosa,Sean Soriano,Men's,Featherweight,2015,28.0,25.0,Switch,Orthodox,145.0,145.0,175.26,177.8,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Red
2102,Tateki Matsuda,Joby Sanchez,Men's,Flyweight,2015,28.0,23.0,Orthodox,Orthodox,125.0,135.0,165.1,172.72,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Blue
2103,Jon Jones,Daniel Cormier,Men's,Light Heavyweight,2015,27.0,35.0,Orthodox,Orthodox,205.0,235.0,213.36,182.88,14.0,4.0,1.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,11.0,4.0,Red
2104,Donald Cerrone,Myles Jury,Men's,Lightweight,2015,31.0,26.0,Orthodox,Orthodox,155.0,145.0,185.42,185.42,12.0,6.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,5.0,6.0,Red
2105,Brad Tavares,Nate Marquardt,Men's,Middleweight,2015,27.0,35.0,Orthodox,Orthodox,185.0,185.0,187.96,187.96,7.0,11.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,4.0,Red
2106,Kyoji Horiguchi,Louis Gaudinot,Men's,Flyweight,2015,24.0,30.0,Orthodox,Orthodox,125.0,125.0,167.64,160.02,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,Red
2107,Hector Lombard,Joshua Burkman,Men's,Welterweight,2015,36.0,34.0,Southpaw,Orthodox,185.0,170.0,180.34,182.88,3.0,5.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,Draw
2108,Danny Castillo,Paul Felder,Men's,Lightweight,2015,35.0,30.0,Orthodox,Orthodox,155.0,155.0,180.34,177.8,7.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,Blue
2109,Marcus Brimage,Cody Garbrandt,Men's,Bantamweight,2015,29.0,23.0,Southpaw,Orthodox,135.0,135.0,180.34,165.1,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,Blue
2110,Shawn Jordan,Jared Cannonier,Men's,Heavyweight,2015,30.0,30.0,Southpaw,Switch,260.0,185.0,190.5,195.58,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Red
2111,Evan Dunham,Rodrigo Damm,Men's,Lightweight,2015,33.0,34.0,Southpaw,Orthodox,155.0,155.0,177.8,180.34,7.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,Red
2112,Omari Akhmedov,Mats Nilsson,Men's,Welterweight,2015,27.0,31.0,Orthodox,Orthodox,185.0,170.0,185.42,187.96,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Red
2113,Alexis Dufresne,Marion Reneau,Women's,Women's Bantamweight,2015,24.0,37.0,Orthodox,Orthodox,135.0,135.0,172.72,172.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Blue
2114,Lyoto Machida,CB Dollaway,Men's,Middleweight,2014,36.0,31.0,Southpaw,Orthodox,185.0,185.0,187.96,193.04,13.0,9.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,Red
2115,Renan Barao,Mitch Gagnon,Men's,Bantamweight,2014,27.0,30.0,Orthodox,Southpaw,135.0,135.0,177.8,165.1,7.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,4.0,Red
2116,Antonio Carlos Junior,Patrick Cummins,Men's,Light Heavyweight,2014,24.0,34.0,Orthodox,Orthodox,185.0,205.0,200.66,193.04,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,Blue
2117,Elias Silverio,Rashid Magomedov,Men's,Lightweight,2014,28.0,30.0,Orthodox,Orthodox,155.0,155.0,185.42,177.8,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,Blue
2118,Erick Silva,Mike Rhodes,Men's,Welterweight,2014,30.0,25.0,Orthodox,Orthodox,170.0,170.0,187.96,187.96,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,Red
2119,Daniel Sarafian,Antonio Dos Santos,Men's,Middleweight,2014,32.0,26.0,Orthodox,Orthodox,185.0,185.0,185.42,182.88,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Red
2120,Marcos Rogerio de Lima,Igor Pokrajac,Men's,Light Heavyweight,2014,29.0,35.0,Orthodox,Orthodox,253.0,205.0,190.5,193.04,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,Red
2121,Tom Niinimaki,Renato Moicano,Men's,Featherweight,2014,32.0,25.0,Orthodox,Orthodox,145.0,145.0,175.26,182.88,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Blue
2122,Darren Elkins,Hacran Dias,Men's,Featherweight,2014,30.0,30.0,Orthodox,Orthodox,145.0,155.0,180.34,175.26,8.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,Blue
2123,Leandro Issa,Ulka Sasaki,Men's,Bantamweight,2014,31.0,25.0,Orthodox,Southpaw,135.0,125.0,175.26,180.34,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
2124,Marcio Alexandre Junior,Tim Means,Men's,Welterweight,2014,25.0,30.0,Southpaw,Orthodox,185.0,170.0,190.5,190.5,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Blue
2125,Vitor Miranda,Jake Collier,Men's,Middleweight,2014,35.0,26.0,Orthodox,Orthodox,185.0,205.0,195.58,198.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Red
2126,Junior Dos Santos,Stipe Miocic,Men's,Heavyweight,2014,30.0,32.0,Orthodox,Orthodox,238.0,240.0,195.58,203.2,10.0,6.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,3.0,Red
2127,Rafael Dos Anjos,Nate Diaz,Men's,Lightweight,2014,30.0,29.0,Southpaw,Southpaw,170.0,170.0,177.8,193.04,11.0,12.0,5.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,Red
2128,Alistair Overeem,Stefan Struve,Men's,Heavyweight,2014,34.0,26.0,Orthodox,Orthodox,265.0,265.0,203.2,213.36,2.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,Red
2129,Gabriel Gonzaga,Matt Mitrione,Men's,Heavyweight,2014,35.0,36.0,Orthodox,Switch,242.0,265.0,193.04,200.66,11.0,8.0,7.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,5.0,Blue
2130,Claudia Gadelha,Joanna Jedrzejczyk,Women's,Women's Strawweight,2014,26.0,27.0,Orthodox,Orthodox,115.0,125.0,160.02,165.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
2131,John Moraga,Willie Gates,Men's,Flyweight,2014,30.0,27.0,Orthodox,Orthodox,125.0,125.0,167.64,177.8,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Red
2132,Joe Riggs,Ben Saunders,Men's,Welterweight,2014,32.0,31.0,Southpaw,Orthodox,185.0,170.0,177.8,195.58,4.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,Blue
2133,Jamie Varner,Drew Dober,Men's,Lightweight,2014,30.0,26.0,Orthodox,Southpaw,155.0,155.0,182.88,177.8,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,Blue
2134,Joe Ellenberger,Bryan Barberena,Men's,Lightweight,2014,29.0,25.0,Orthodox,Southpaw,155.0,170.0,182.88,182.88,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Blue
2135,David Michaud,Garett Whiteley,Men's,Lightweight,2014,26.0,33.0,Orthodox,Orthodox,155.0,155.0,182.88,182.88,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Red
2136,Henry Cejudo,Dustin Kimura,Men's,Bantamweight,2014,27.0,25.0,Orthodox,Orthodox,135.0,135.0,162.56,180.34,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Red
2137,Anthony Birchak,Ian Entwistle,Men's,Bantamweight,2014,28.0,28.0,Orthodox,Orthodox,135.0,135.0,175.26,162.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Blue
2139,Jeremy Stephens,Charles Oliveira,Men's,Featherweight,2014,28.0,25.0,Orthodox,Orthodox,145.0,155.0,180.34,187.96,10.0,6.0,9.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,Blue
2140,KJ Noons,Daron Cruickshank,Men's,Lightweight,2014,32.0,29.0,Orthodox,Switch,155.0,155.0,182.88,182.88,2.0,6.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,Draw
2141,Joe Proctor,Yancy Medeiros,Men's,Lightweight,2014,29.0,27.0,Orthodox,Orthodox,155.0,155.0,182.88,190.5,3.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Blue
2145,Joanne Calderwood,Seohee Ham,Women's,Women's Strawweight,2014,28.0,27.0,Orthodox,Southpaw,125.0,115.0,165.1,157.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
2149,Johny Hendricks,Robbie Lawler,Men's,Welterweight,2014,31.0,32.0,Southpaw,Southpaw,185.0,170.0,175.26,187.96,11.0,9.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,Blue
2150,Anthony Pettis,Gilbert Melendez,Men's,Lightweight,2014,27.0,32.0,Orthodox,Orthodox,170.0,145.0,182.88,185.42,4.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,Red
2151,Travis Browne,Brendan Schaub,Men's,Heavyweight,2014,32.0,31.0,Orthodox,Orthodox,255.0,245.0,200.66,198.12,7.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,Red
2152,Todd Duffee,Anthony Hamilton,Men's,Heavyweight,2014,28.0,34.0,Orthodox,Orthodox,260.0,260.0,200.66,193.04,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
2153,Tony Ferguson,Abel Trujillo,Men's,Lightweight,2014,30.0,31.0,Orthodox,Orthodox,155.0,155.0,193.04,177.8,6.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,Red
2154,Urijah Faber,Francisco Rivera,Men's,Bantamweight,2014,35.0,33.0,Orthodox,Orthodox,135.0,135.0,170.18,172.72,7.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,Red
2155,Eddie Gordon,Josh Samman,Men's,Middleweight,2014,31.0,26.0,Orthodox,Orthodox,185.0,185.0,193.04,200.66,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
2156,Corey Anderson,Justin Jones,Men's,Light Heavyweight,2014,25.0,27.0,Orthodox,Orthodox,205.0,185.0,200.66,198.12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
2157,Raquel Pennington,Ashlee Evans-Smith,Women's,Women's Bantamweight,2014,26.0,27.0,Orthodox,Orthodox,135.0,125.0,170.18,170.18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
2158,Sergio Pettis,Matt Hobar,Men's,Bantamweight,2014,21.0,27.0,Orthodox,Southpaw,135.0,135.0,175.26,177.8,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
2159,Alex White,Clay Collard,Men's,Featherweight,2014,26.0,21.0,Southpaw,Orthodox,155.0,145.0,180.34,185.42,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Blue
2160,Frankie Edgar,Cub Swanson,Men's,Featherweight,2014,33.0,31.0,Orthodox,Orthodox,145.0,145.0,172.72,177.8,11.0,6.0,5.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,6.0,Red
2161,Bobby Green,Edson Barboza,Men's,Lightweight,2014,28.0,28.0,Orthodox,Orthodox,155.0,155.0,180.34,190.5,4.0,8.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,Blue
2162,Brad Pickett,Chico Camus,Men's,Flyweight,2014,36.0,29.0,Orthodox,Orthodox,135.0,125.0,172.72,167.64,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,Blue
2163,Jared Rosholt,Aleksei Oleinik,Men's,Heavyweight,2014,28.0,37.0,Orthodox,Orthodox,265.0,240.0,190.5,203.2,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,Blue
2164,Joseph Benavidez,Dustin Ortiz,Men's,Flyweight,2014,30.0,25.0,Southpaw,Orthodox,125.0,125.0,165.1,165.1,7.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,Red
2165,Matt Wiman,Isaac Vallie-Flagg,Men's,Lightweight,2014,31.0,36.0,Orthodox,Orthodox,155.0,155.0,172.72,172.72,9.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,Red
2166,Ruslan Magomedov,Josh Copeland,Men's,Heavyweight,2014,27.0,32.0,Orthodox,Orthodox,242.0,265.0,198.12,190.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
2167,Luke Barnatt,Roger Narvaez,Men's,Middleweight,2014,26.0,31.0,Orthodox,Southpaw,185.0,185.0,195.58,200.66,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,Blue
2168,James Vick,Nick Hein,Men's,Lightweight,2014,27.0,30.0,Orthodox,Southpaw,155.0,155.0,193.04,167.64,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Red
2169,Yves Edwards,Akbarh Arreola,Men's,Lightweight,2014,38.0,31.0,Southpaw,Southpaw,155.0,155.0,185.42,180.34,10.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,Blue
2170,Paige VanZant,Kailin Curran,Women's,Women's Strawweight,2014,20.0,23.0,Orthodox,Orthodox,115.0,115.0,165.1,165.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
2171,Juan Puig,Dooho Choi,Men's,Featherweight,2014,25.0,23.0,Orthodox,Orthodox,145.0,145.0,182.88,177.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Blue
2172,Fabricio Werdum,Mark Hunt,Men's,Heavyweight,2014,37.0,40.0,Orthodox,Orthodox,231.0,265.0,195.58,182.88,6.0,5.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,Red
2173,Jake Ellenberger,Kelvin Gastelum,Men's,Welterweight,2014,29.0,23.0,Orthodox,Southpaw,170.0,185.0,180.34,180.34,8.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,4.0,Blue
2174,Ricardo Lamas,Dennis Bermudez,Men's,Featherweight,2014,32.0,27.0,Orthodox,Orthodox,145.0,155.0,180.34,167.64,5.0,7.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,7.0,Red
2175,Augusto Montano,Chris Heatherly,Men's,Welterweight,2014,30.0,26.0,Orthodox,Orthodox,170.0,155.0,185.42,172.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Red
2176,Edgar Garcia,Hector Urbina,Men's,Welterweight,2014,30.0,27.0,Orthodox,Orthodox,170.0,170.0,180.34,185.42,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Blue
2179,Jessica Eye,Leslie Smith,Women's,Women's Bantamweight,2014,28.0,32.0,Orthodox,Orthodox,125.0,135.0,167.64,167.64,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,Red
2182,Marco Beltran,Marlon Vera,Men's,Bantamweight,2014,28.0,21.0,Orthodox,Switch,125.0,135.0,175.26,177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
